ENSMUST00000193198	ENSMUSG00000102628	Gm37671
ENSMUST00000159555	ENSMUSG00000056870	Gulp1
ENSMUST00000161793	ENSMUSG00000056870	Gulp1
ENSMUST00000161066	ENSMUSG00000056870	Gulp1
ENSMUST00000162600	ENSMUSG00000056870	Gulp1
ENSMUST00000194332	ENSMUSG00000102319	Gm37626
ENSMUST00000160955	ENSMUSG00000089877	Gm16102
ENSMUST00000186732	ENSMUSG00000101701	4930521E06Rik
ENSMUST00000194594	ENSMUSG00000103071	Gm38110
ENSMUST00000190083	ENSMUSG00000100434	Gm3489
ENSMUST00000185547	ENSMUSG00000100013	Gm19480
ENSMUST00000188283	ENSMUSG00000101251	Gm3496
ENSMUST00000189212	ENSMUSG00000101937	Gm5268
ENSMUST00000159117	ENSMUSG00000039630	Hnrnpu
ENSMUST00000161769	ENSMUSG00000039630	Hnrnpu
ENSMUST00000188044	ENSMUSG00000039630	Hnrnpu
ENSMUST00000189450	ENSMUSG00000039630	Hnrnpu
ENSMUST00000037748	ENSMUSG00000039630	Hnrnpu
ENSMUST00000162916	ENSMUSG00000039630	Hnrnpu
ENSMUST00000150825	ENSMUSG00000039630	Hnrnpu
ENSMUST00000146362	ENSMUSG00000039630	Hnrnpu
ENSMUST00000134291	ENSMUSG00000039630	Hnrnpu
ENSMUST00000194245	ENSMUSG00000104279	Gm38300
ENSMUST00020182116	ENSMUSG00002075531	ENSMUSG00002075531
ENSMUST00000083020	ENSMUSG00000064954	Gm24919
ENSMUST00000194861	ENSMUSG00000026495	Efcab2
ENSMUST00000027775	ENSMUSG00000026495	Efcab2
ENSMUST00000192905	ENSMUSG00000026495	Efcab2
ENSMUST00000035779	ENSMUSG00000032883	Acsl3
ENSMUST00000134566	ENSMUSG00000032883	Acsl3
ENSMUST00000142704	ENSMUSG00000032883	Acsl3
ENSMUST00000135642	ENSMUSG00000032883	Acsl3
ENSMUST00000132997	ENSMUSG00000032883	Acsl3
ENSMUST00000154777	ENSMUSG00000032883	Acsl3
ENSMUST00000148608	ENSMUSG00000032883	Acsl3
ENSMUST00000186568	ENSMUSG00000026480	Ncf2
ENSMUST00000190323	ENSMUSG00000026480	Ncf2
ENSMUST00000187641	ENSMUSG00000026480	Ncf2
ENSMUST00000189135	ENSMUSG00000026480	Ncf2
ENSMUST00000187235	ENSMUSG00000026480	Ncf2
ENSMUST00000027754	ENSMUSG00000026480	Ncf2
ENSMUST00000193931	ENSMUSG00000026494	Kif26b
ENSMUST00000161017	ENSMUSG00000026494	Kif26b
ENSMUST00000160789	ENSMUSG00000026494	Kif26b
ENSMUST00000083033	ENSMUSG00000064967	Gm24405
ENSMUST00000192621	ENSMUSG00000102922	Gm34176
ENSMUST00000166384	ENSMUSG00000025915	Sgk3
ENSMUST00000188782	ENSMUSG00000025915	Sgk3
ENSMUST00000168907	ENSMUSG00000025915	Sgk3
ENSMUST00000188625	ENSMUSG00000025915	Sgk3
ENSMUST00000188738	ENSMUSG00000025915	Sgk3
ENSMUST00000188298	ENSMUSG00000025915	Sgk3
ENSMUST00000171265	ENSMUSG00000025915	Sgk3
ENSMUST00000188830	ENSMUSG00000025915	Sgk3
ENSMUST00000189050	ENSMUSG00000025915	Sgk3
ENSMUST00000097826	ENSMUSG00000025915	Sgk3
ENSMUST00000191338	ENSMUSG00000025915	Sgk3
ENSMUST00000188486	ENSMUSG00000025915	Sgk3
ENSMUST00000162545	ENSMUSG00000089713	Gm16564
ENSMUST00000053760	ENSMUSG00000079470	Utp14b
ENSMUST00000151622	ENSMUSG00000079470	Utp14b
ENSMUST00000191249	ENSMUSG00000099377	Gm6159
ENSMUST00000189296	ENSMUSG00000099706	Gm29536
ENSMUST00000057262	ENSMUSG00000047330	Kcne4
ENSMUST00000187432	ENSMUSG00000047330	Kcne4
ENSMUST00000186681	ENSMUSG00000101324	Gm29187
ENSMUST00000049117	ENSMUSG00000072978	Gm5830
ENSMUST00000063059	ENSMUSG00000046334	Gm6195
ENSMUST00020183231	ENSMUSG00002075801	U6
ENSMUST00000185234	ENSMUSG00000050711	Scg2
ENSMUST00000049972	ENSMUSG00000050711	Scg2
ENSMUST00000187291	ENSMUSG00000099562	Gm19027
ENSMUST00000104594	ENSMUSG00000077782	Gm24160
ENSMUST00000128302	ENSMUSG00000055067	Smyd3
ENSMUST00000068437	ENSMUSG00000055067	Smyd3
ENSMUST00000131684	ENSMUSG00000055067	Smyd3
ENSMUST00000129393	ENSMUSG00000055067	Smyd3
ENSMUST00000125756	ENSMUSG00000055067	Smyd3
ENSMUST00000111134	ENSMUSG00000055067	Smyd3
ENSMUST00000194237	ENSMUSG00000055067	Smyd3
ENSMUST00000162342	ENSMUSG00000054702	Ap1s3
ENSMUST00000159312	ENSMUSG00000054702	Ap1s3
ENSMUST00000160706	ENSMUSG00000054702	Ap1s3
ENSMUST00000178932	ENSMUSG00000096474	Gm5561
ENSMUST00000195349	ENSMUSG00000102235	Gm37886
ENSMUST00000027769	ENSMUSG00000026492	Tfb2m
ENSMUST00000139993	ENSMUSG00000026492	Tfb2m
ENSMUST00000129982	ENSMUSG00000026492	Tfb2m
ENSMUST00000150778	ENSMUSG00000026492	Tfb2m
ENSMUST00000129009	ENSMUSG00000026492	Tfb2m
ENSMUST00000120442	ENSMUSG00000082395	Gm15480
ENSMUST00000040706	ENSMUSG00000038949	Cnst
ENSMUST00000144370	ENSMUSG00000038949	Cnst
ENSMUST00000153962	ENSMUSG00000038949	Cnst
ENSMUST00000143270	ENSMUSG00000038949	Cnst
ENSMUST00000129611	ENSMUSG00000026043	Col3a1
ENSMUST00000087883	ENSMUSG00000026043	Col3a1
ENSMUST00000189818	ENSMUSG00000026043	Col3a1
ENSMUST00000123204	ENSMUSG00000026043	Col3a1
ENSMUST00000190943	ENSMUSG00000026043	Col3a1
ENSMUST00000185687	ENSMUSG00000026043	Col3a1
ENSMUST00000186021	ENSMUSG00000026043	Col3a1
ENSMUST00000052843	ENSMUSG00000046101	Mcmdc2
ENSMUST00000125294	ENSMUSG00000046101	Mcmdc2
ENSMUST00000140948	ENSMUSG00000046101	Mcmdc2
ENSMUST00000118098	ENSMUSG00000046101	Mcmdc2
ENSMUST00000183059	ENSMUSG00000046101	Mcmdc2
ENSMUST00000171802	ENSMUSG00000046101	Mcmdc2
ENSMUST00020183014	ENSMUSG00002074901	ENSMUSG00002074901
ENSMUST00000182580	ENSMUSG00000098234	Snhg6
ENSMUST00000182819	ENSMUSG00000098234	Snhg6
ENSMUST00000182043	ENSMUSG00000098234	Snhg6
ENSMUST00000182498	ENSMUSG00000098234	Snhg6
ENSMUST00000182742	ENSMUSG00000098234	Snhg6
ENSMUST00000175437	ENSMUSG00000093178	Snord87
ENSMUST00000185184	ENSMUSG00000099032	Tcf24
ENSMUST00000097824	ENSMUSG00000099032	Tcf24
ENSMUST00000192299	ENSMUSG00000104025	E330040D14Rik
ENSMUST00000040538	ENSMUSG00000038936	Sccpdh
ENSMUST00000134287	ENSMUSG00000038936	Sccpdh
ENSMUST00000131039	ENSMUSG00000038936	Sccpdh
ENSMUST00000144480	ENSMUSG00000038936	Sccpdh
ENSMUST00000143936	ENSMUSG00000038936	Sccpdh
ENSMUST00000192611	ENSMUSG00000038936	Sccpdh
ENSMUST00000073441	ENSMUSG00000042772	Smg7
ENSMUST00000043560	ENSMUSG00000042772	Smg7
ENSMUST00000111836	ENSMUSG00000042772	Smg7
ENSMUST00000186692	ENSMUSG00000042772	Smg7
ENSMUST00000186900	ENSMUSG00000042772	Smg7
ENSMUST00000188937	ENSMUSG00000042772	Smg7
ENSMUST00000185888	ENSMUSG00000100394	Gm28791
ENSMUST00000195145	ENSMUSG00000103840	1700040K01Rik
ENSMUST00000131716	ENSMUSG00000087236	Kif28
ENSMUST00000221136	ENSMUSG00000087236	Kif28
ENSMUST00000211943	ENSMUSG00000087236	Kif28
ENSMUST00000223392	ENSMUSG00000087236	Kif28
ENSMUST00000187136	ENSMUSG00000100702	Gm8976
ENSMUST00000086430	ENSMUSG00000026042	Col5a2
ENSMUST00000150143	ENSMUSG00000026042	Col5a2
ENSMUST00000134681	ENSMUSG00000026042	Col5a2
ENSMUST00000131535	ENSMUSG00000026042	Col5a2
ENSMUST00000192814	ENSMUSG00000104476	Gm38211
ENSMUST00000113512	ENSMUSG00000073643	Wdfy1
ENSMUST00000113513	ENSMUSG00000073643	Wdfy1
ENSMUST00000113515	ENSMUSG00000073643	Wdfy1
ENSMUST00000113514	ENSMUSG00000073643	Wdfy1
ENSMUST00000187005	ENSMUSG00000073643	Wdfy1
ENSMUST00000113510	ENSMUSG00000073643	Wdfy1
ENSMUST00000113511	ENSMUSG00000073643	Wdfy1
ENSMUST00000127771	ENSMUSG00000073643	Wdfy1
ENSMUST00000130714	ENSMUSG00000073643	Wdfy1
ENSMUST00000143368	ENSMUSG00000073643	Wdfy1
ENSMUST00000048820	ENSMUSG00000073643	Wdfy1
ENSMUST00000138319	ENSMUSG00000073643	Wdfy1
ENSMUST00000186464	ENSMUSG00000073643	Wdfy1
ENSMUST00000125641	ENSMUSG00000073643	Wdfy1
ENSMUST00000193178	ENSMUSG00000104497	Gm10555
ENSMUST00000147000	ENSMUSG00000025916	Ppp1r42
ENSMUST00000124874	ENSMUSG00000025916	Ppp1r42
ENSMUST00000027049	ENSMUSG00000025916	Ppp1r42
ENSMUST00000130102	ENSMUSG00000025916	Ppp1r42
ENSMUST00000176398	ENSMUSG00000025916	Ppp1r42
ENSMUST00000155163	ENSMUSG00000025916	Ppp1r42
ENSMUST00000134692	ENSMUSG00000087199	Gm15818
ENSMUST00000027464	ENSMUSG00000026248	Mrpl44
ENSMUST00000189176	ENSMUSG00000026248	Mrpl44
ENSMUST00000239726	ENSMUSG00000119658	Gm24674
ENSMUST00000027467	ENSMUSG00000026249	Serpine2
ENSMUST00000189793	ENSMUSG00000026249	Serpine2
ENSMUST00000190724	ENSMUSG00000026249	Serpine2
ENSMUST00000153862	ENSMUSG00000026249	Serpine2
ENSMUST00000191529	ENSMUSG00000026249	Serpine2
ENSMUST00000191026	ENSMUSG00000026249	Serpine2
ENSMUST00000186368	ENSMUSG00000042751	Nmnat2
ENSMUST00000043313	ENSMUSG00000042751	Nmnat2
ENSMUST00000186621	ENSMUSG00000042751	Nmnat2
ENSMUST00000185241	ENSMUSG00000042751	Nmnat2
ENSMUST00000187569	ENSMUSG00000042751	Nmnat2
ENSMUST00000190960	ENSMUSG00000042751	Nmnat2
ENSMUST00000165691	ENSMUSG00000067106	Gm5529
ENSMUST00000190117	ENSMUSG00000099969	Gm28960
ENSMUST00000190355	ENSMUSG00000100397	Gm28071
ENSMUST00000186421	ENSMUSG00000099753	Gm28058
ENSMUST00000239741	ENSMUSG00000118883	Gm23934
ENSMUST00000195479	ENSMUSG00000102518	Gm38339
ENSMUST00000191325	ENSMUSG00000099552	9830004L10Rik
ENSMUST00000188074	ENSMUSG00000099552	9830004L10Rik
ENSMUST00000185548	ENSMUSG00000099552	9830004L10Rik
ENSMUST00000058748	ENSMUSG00000043230	Fam124b
ENSMUST00000161427	ENSMUSG00000043230	Fam124b
ENSMUST00000191452	ENSMUSG00000101257	2310015K22Rik
ENSMUST00000192258	ENSMUSG00000103404	Gm37932
ENSMUST00000027768	ENSMUSG00000026491	Ahctf1
ENSMUST00000140489	ENSMUSG00000026491	Ahctf1
ENSMUST00000151734	ENSMUSG00000026491	Ahctf1
ENSMUST00000125816	ENSMUSG00000026491	Ahctf1
ENSMUST00000127250	ENSMUSG00000026491	Ahctf1
ENSMUST00000145968	ENSMUSG00000026491	Ahctf1
ENSMUST00000192645	ENSMUSG00000026491	Ahctf1
ENSMUST00000194536	ENSMUSG00000026491	Ahctf1
ENSMUST00000147137	ENSMUSG00000026491	Ahctf1
ENSMUST00000097454	ENSMUSG00000073486	Gm10518
ENSMUST00000027050	ENSMUSG00000025917	Cops5
ENSMUST00000190155	ENSMUSG00000025917	Cops5
ENSMUST00000186528	ENSMUSG00000025917	Cops5
ENSMUST00000188619	ENSMUSG00000025917	Cops5
ENSMUST00000139578	ENSMUSG00000025917	Cops5
ENSMUST00000150509	ENSMUSG00000025917	Cops5
ENSMUST00000191296	ENSMUSG00000025917	Cops5
ENSMUST00000193272	ENSMUSG00000104418	Gm37070
ENSMUST00000185356	ENSMUSG00000026479	Lamc2
ENSMUST00000189005	ENSMUSG00000026479	Lamc2
ENSMUST00000188206	ENSMUSG00000026479	Lamc2
ENSMUST00000185328	ENSMUSG00000026479	Lamc2
ENSMUST00000188831	ENSMUSG00000026479	Lamc2
ENSMUST00000027753	ENSMUSG00000026479	Lamc2
ENSMUST00000163119	ENSMUSG00000004364	Cul3
ENSMUST00000164108	ENSMUSG00000004364	Cul3
ENSMUST00000168372	ENSMUSG00000004364	Cul3
ENSMUST00000167794	ENSMUSG00000004364	Cul3
ENSMUST00000170897	ENSMUSG00000004364	Cul3
ENSMUST00000167293	ENSMUSG00000004364	Cul3
ENSMUST00000192839	ENSMUSG00000103076	Gm37902
ENSMUST00000192816	ENSMUSG00000103525	Gm37262
ENSMUST00000187121	ENSMUSG00000101722	Gm29125
ENSMUST00000164487	ENSMUSG00000090637	Gm6189
ENSMUST00000027752	ENSMUSG00000026478	Lamc1
ENSMUST00000159251	ENSMUSG00000026478	Lamc1
ENSMUST00000163011	ENSMUSG00000026478	Lamc1
ENSMUST00000160515	ENSMUSG00000026478	Lamc1
ENSMUST00000161744	ENSMUSG00000026478	Lamc1
ENSMUST00000187497	ENSMUSG00000101483	1700016L21Rik
ENSMUST00000189139	ENSMUSG00000101483	1700016L21Rik
ENSMUST00000211023	ENSMUSG00000110100	Gm45261
ENSMUST00000194884	ENSMUSG00000103818	Gm38009
ENSMUST00000110797	ENSMUSG00000079138	Gm8818
ENSMUST00000186785	ENSMUSG00000073538	E330020D12Rik
ENSMUST00000188717	ENSMUSG00000073538	E330020D12Rik
ENSMUST00000097535	ENSMUSG00000073538	E330020D12Rik
ENSMUST00000042373	ENSMUSG00000042708	Shcbp1l
ENSMUST00000136614	ENSMUSG00000042708	Shcbp1l
ENSMUST00000137861	ENSMUSG00000042708	Shcbp1l
ENSMUST00000082501	ENSMUSG00000064435	Gm25588
ENSMUST00000192184	ENSMUSG00000103543	Gm37669
ENSMUST00000189861	ENSMUSG00000099432	Gm18849
ENSMUST00000188209	ENSMUSG00000041144	Dnah7b
ENSMUST00000238212	ENSMUSG00000041144	Dnah7b
ENSMUST00000190792	ENSMUSG00000041144	Dnah7b
ENSMUST00000187548	ENSMUSG00000041144	Dnah7b
ENSMUST00000185557	ENSMUSG00000041144	Dnah7b
ENSMUST00000185879	ENSMUSG00000041144	Dnah7b
ENSMUST00000069293	ENSMUSG00000041144	Dnah7b
ENSMUST00000239890	ENSMUSG00000119743	n-R5s211
ENSMUST00000186380	ENSMUSG00000042699	Dhx9
ENSMUST00000186966	ENSMUSG00000042699	Dhx9
ENSMUST00000190544	ENSMUSG00000042699	Dhx9
ENSMUST00000188345	ENSMUSG00000042699	Dhx9
ENSMUST00000189516	ENSMUSG00000042699	Dhx9
ENSMUST00000189509	ENSMUSG00000042699	Dhx9
ENSMUST00000190383	ENSMUSG00000042699	Dhx9
ENSMUST00000189425	ENSMUSG00000042699	Dhx9
ENSMUST00000042141	ENSMUSG00000042699	Dhx9
ENSMUST00000188705	ENSMUSG00000101262	Gm8326
ENSMUST00000041874	ENSMUSG00000042684	Npl
ENSMUST00000187747	ENSMUSG00000042684	Npl
ENSMUST00000186414	ENSMUSG00000099858	Gm6652
ENSMUST00000189749	ENSMUSG00000101337	Dnah7c
ENSMUST00000189339	ENSMUSG00000101337	Dnah7c
ENSMUST00000191499	ENSMUSG00000101337	Dnah7c
ENSMUST00000187094	ENSMUSG00000101337	Dnah7c
ENSMUST00000178395	ENSMUSG00000101337	Dnah7c
ENSMUST00000027131	ENSMUSG00000025986	Slc39a10
ENSMUST00000141226	ENSMUSG00000025986	Slc39a10
ENSMUST00000186852	ENSMUSG00000025986	Slc39a10
ENSMUST00000185520	ENSMUSG00000025986	Slc39a10
ENSMUST00000189404	ENSMUSG00000100213	Gm28151
ENSMUST00000195118	ENSMUSG00000103129	Gm37393
ENSMUST00000185210	ENSMUSG00000100160	Gm28527
ENSMUST00000186233	ENSMUSG00000101921	Gm28825
ENSMUST00000190006	ENSMUSG00000101447	Gm28826
ENSMUST00000121202	ENSMUSG00000081185	Gm4852
ENSMUST00000195733	ENSMUSG00000103246	Gm38090
ENSMUST00000183639	ENSMUSG00000098876	Mir6350
ENSMUST00000187720	ENSMUSG00000100530	Gm18117
ENSMUST00000194762	ENSMUSG00000104067	Gm37196
ENSMUST00000187358	ENSMUSG00000100033	Gm8337
ENSMUST00020183648	ENSMUSG00002075213	ENSMUSG00002075213
ENSMUST00020181689	ENSMUSG00002076633	7SK
ENSMUST00000186401	ENSMUSG00000101996	Gm19206
ENSMUST00000181607	ENSMUSG00000096973	Gm5974
ENSMUST00000083009	ENSMUSG00000064943	Gm23240
ENSMUST00000188192	ENSMUSG00000100866	Gm28830
ENSMUST00000189223	ENSMUSG00000101721	Gm8354
ENSMUST00000191041	ENSMUSG00000099376	Gm19124
ENSMUST00000181115	ENSMUSG00000097883	Gm8357
ENSMUST00020182092	ENSMUSG00002076043	ENSMUSG00002076043
ENSMUST00000186142	ENSMUSG00000099698	Gm28740
ENSMUST00000190610	ENSMUSG00000056763	Cspp1
ENSMUST00000191012	ENSMUSG00000056763	Cspp1
ENSMUST00000071087	ENSMUSG00000056763	Cspp1
ENSMUST00000143606	ENSMUSG00000056763	Cspp1
ENSMUST00000191360	ENSMUSG00000056763	Cspp1
ENSMUST00000117415	ENSMUSG00000056763	Cspp1
ENSMUST00000191521	ENSMUSG00000056763	Cspp1
ENSMUST00000118263	ENSMUSG00000056763	Cspp1
ENSMUST00000122156	ENSMUSG00000056763	Cspp1
ENSMUST00000190063	ENSMUSG00000056763	Cspp1
ENSMUST00000119714	ENSMUSG00000056763	Cspp1
ENSMUST00000134716	ENSMUSG00000056763	Cspp1
ENSMUST00000155974	ENSMUSG00000056763	Cspp1
ENSMUST00000186294	ENSMUSG00000056763	Cspp1
ENSMUST00000149214	ENSMUSG00000056763	Cspp1
ENSMUST00000190318	ENSMUSG00000056763	Cspp1
ENSMUST00000188249	ENSMUSG00000056763	Cspp1
ENSMUST00000153804	ENSMUSG00000056763	Cspp1
ENSMUST00000188449	ENSMUSG00000056763	Cspp1
ENSMUST00000123261	ENSMUSG00000056763	Cspp1
ENSMUST00000185422	ENSMUSG00000056763	Cspp1
ENSMUST00000190625	ENSMUSG00000056763	Cspp1
ENSMUST00000187226	ENSMUSG00000056763	Cspp1
ENSMUST00000136283	ENSMUSG00000056763	Cspp1
ENSMUST00000128164	ENSMUSG00000056763	Cspp1
ENSMUST00000136898	ENSMUSG00000056763	Cspp1
ENSMUST00000148663	ENSMUSG00000056763	Cspp1
ENSMUST00000186145	ENSMUSG00000099454	Gm8367
ENSMUST00000188673	ENSMUSG00000051616	C230029F24Rik
ENSMUST00000056879	ENSMUSG00000051616	C230029F24Rik
ENSMUST00000189810	ENSMUSG00000099627	Gm6757
ENSMUST00000185858	ENSMUSG00000099577	Gm3605
ENSMUST00000186262	ENSMUSG00000099882	Gm28388
ENSMUST00000190905	ENSMUSG00000101760	Gm8384
ENSMUST00000194474	ENSMUSG00000102356	1700047N06Rik
ENSMUST00000186016	ENSMUSG00000099608	4933411E06Rik
ENSMUST00000185632	ENSMUSG00000099864	Gm8391
ENSMUST00020183189	ENSMUSG00002075839	ENSMUSG00002075839
ENSMUST00000191457	ENSMUSG00000100451	Gm29665
ENSMUST00000187207	ENSMUSG00000099941	Gm20118
ENSMUST00020182001	ENSMUSG00002075589	7SK
ENSMUST00000187677	ENSMUSG00000100816	Gm28321
ENSMUST00000041776	ENSMUSG00000042671	Rgs8
ENSMUST00000124500	ENSMUSG00000042671	Rgs8
ENSMUST00000111815	ENSMUSG00000042671	Rgs8
ENSMUST00000152114	ENSMUSG00000042671	Rgs8
ENSMUST00000111812	ENSMUSG00000042671	Rgs8
ENSMUST00000147700	ENSMUSG00000042671	Rgs8
ENSMUST00000147482	ENSMUSG00000042671	Rgs8
ENSMUST00000111814	ENSMUSG00000042671	Rgs8
ENSMUST00000111810	ENSMUSG00000042671	Rgs8
ENSMUST00000147794	ENSMUSG00000042671	Rgs8
ENSMUST00000187154	ENSMUSG00000100945	Gm29529
ENSMUST00000193511	ENSMUSG00000102404	5530400K19Rik
ENSMUST00000190663	ENSMUSG00000100334	C230024C17Rik
ENSMUST00000186103	ENSMUSG00000026109	Tmeff2
ENSMUST00000139157	ENSMUSG00000026109	Tmeff2
ENSMUST00000114565	ENSMUSG00000026109	Tmeff2
ENSMUST00000081851	ENSMUSG00000026109	Tmeff2
ENSMUST00000027748	ENSMUSG00000026475	Rgs16
ENSMUST00000191474	ENSMUSG00000099568	Gm28513
ENSMUST00000185627	ENSMUSG00000100671	Gm28322
ENSMUST00020182029	ENSMUSG00002075527	ENSMUSG00002075527
ENSMUST00000189560	ENSMUSG00000101242	Gm28319
ENSMUST00000187777	ENSMUSG00000099924	Gm28320
ENSMUST00000190705	ENSMUSG00000099625	Gm29325
ENSMUST00000189867	ENSMUSG00000101799	9330175M20Rik
ENSMUST00000051572	ENSMUSG00000045954	Cavin2
ENSMUST00000187104	ENSMUSG00000099741	Gm5253
ENSMUST00000189460	ENSMUSG00000101702	1700072G22Rik
ENSMUST00000086209	ENSMUSG00000066800	Rnasel
ENSMUST00000182722	ENSMUSG00000066800	Rnasel
ENSMUST00000183241	ENSMUSG00000066800	Rnasel
ENSMUST00000182131	ENSMUSG00000066800	Rnasel
ENSMUST00000182538	ENSMUSG00000066800	Rnasel
ENSMUST00000182016	ENSMUSG00000066800	Rnasel
ENSMUST00000187415	ENSMUSG00000100183	Gm28512
ENSMUST00000088615	ENSMUSG00000067851	Arfgef1
ENSMUST00000187417	ENSMUSG00000067851	Arfgef1
ENSMUST00000142497	ENSMUSG00000067851	Arfgef1
ENSMUST00000156563	ENSMUSG00000067851	Arfgef1
ENSMUST00000128834	ENSMUSG00000067851	Arfgef1
ENSMUST00000131556	ENSMUSG00000067851	Arfgef1
ENSMUST00000186813	ENSMUSG00000067851	Arfgef1
ENSMUST00000186720	ENSMUSG00000067851	Arfgef1
ENSMUST00020183640	ENSMUSG00002076532	7SK
ENSMUST00000192111	ENSMUSG00000102556	Gm37569
ENSMUST00000077946	ENSMUSG00000038608	Dock10
ENSMUST00000190595	ENSMUSG00000038608	Dock10
ENSMUST00000187774	ENSMUSG00000038608	Dock10
ENSMUST00000189486	ENSMUSG00000038608	Dock10
ENSMUST00000190983	ENSMUSG00000038608	Dock10
ENSMUST00000186835	ENSMUSG00000038608	Dock10
ENSMUST00000187885	ENSMUSG00000038608	Dock10
ENSMUST00000191505	ENSMUSG00000038608	Dock10
ENSMUST00000186087	ENSMUSG00000038608	Dock10
ENSMUST00000191449	ENSMUSG00000038608	Dock10
ENSMUST00000187698	ENSMUSG00000038608	Dock10
ENSMUST00000153695	ENSMUSG00000042501	Cpa6
ENSMUST00000035577	ENSMUSG00000042501	Cpa6
ENSMUST00000147575	ENSMUSG00000042501	Cpa6
ENSMUST00000140938	ENSMUSG00000042501	Cpa6
ENSMUST00000194845	ENSMUSG00000103810	Gm38005
ENSMUST00000118350	ENSMUSG00000083422	Gm15604
ENSMUST00000240462	ENSMUSG00000119312	Gm25253
ENSMUST00000141249	ENSMUSG00000042641	Rgsl1
ENSMUST00000238926	ENSMUSG00000042641	Rgsl1
ENSMUST00000124558	ENSMUSG00000042641	Rgsl1
ENSMUST00000184095	ENSMUSG00000042641	Rgsl1
ENSMUST00000145308	ENSMUSG00000042641	Rgsl1
ENSMUST00000185164	ENSMUSG00000042641	Rgsl1
ENSMUST00000134030	ENSMUSG00000042641	Rgsl1
ENSMUST00000206321	ENSMUSG00000042641	Rgsl1
ENSMUST00000119252	ENSMUSG00000081417	Gm15603
ENSMUST00000192705	ENSMUSG00000103448	Gm37133
ENSMUST00000194285	ENSMUSG00000103192	Gm37645
ENSMUST00000192541	ENSMUSG00000104488	Gm38062
ENSMUST00000189483	ENSMUSG00000100212	Gm5522
ENSMUST00000195842	ENSMUSG00000102721	A630081D01Rik
ENSMUST00000188013	ENSMUSG00000100648	Gm28659
ENSMUST00020182331	ENSMUSG00002076499	SNORA66
ENSMUST00000186576	ENSMUSG00000099949	Gm29124
ENSMUST00000188657	ENSMUSG00000099918	Gm28066
ENSMUST00000059607	ENSMUSG00000045968	Teddm2
ENSMUST00000123490	ENSMUSG00000045968	Teddm2
ENSMUST00000190620	ENSMUSG00000045968	Teddm2
ENSMUST00000055314	ENSMUSG00000043282	Teddm1b
ENSMUST00000194459	ENSMUSG00000102459	Gm38352
ENSMUST00000050660	ENSMUSG00000047053	Teddm1a
ENSMUST00000183582	ENSMUSG00000099227	Mir8114
ENSMUST00000189542	ENSMUSG00000026107	Nabp1
ENSMUST00000186003	ENSMUSG00000026107	Nabp1
ENSMUST00000190103	ENSMUSG00000026107	Nabp1
ENSMUST00000027279	ENSMUSG00000026107	Nabp1
ENSMUST00000186684	ENSMUSG00000026107	Nabp1
ENSMUST00000188204	ENSMUSG00000026107	Nabp1
ENSMUST00000188051	ENSMUSG00000026107	Nabp1
ENSMUST00000185534	ENSMUSG00000026107	Nabp1
ENSMUST00000185961	ENSMUSG00000026107	Nabp1
ENSMUST00000188303	ENSMUSG00000026107	Nabp1
ENSMUST00000190169	ENSMUSG00000099413	Gm17767
ENSMUST00000189410	ENSMUSG00000099413	Gm17767
ENSMUST00000194442	ENSMUSG00000103424	Gm37535
ENSMUST00000189576	ENSMUSG00000101741	Gm28055
ENSMUST00000186769	ENSMUSG00000101741	Gm28055
ENSMUST00000137862	ENSMUSG00000054976	Nyap2
ENSMUST00000123720	ENSMUSG00000054976	Nyap2
ENSMUST00000068275	ENSMUSG00000054976	Nyap2
ENSMUST00000113494	ENSMUSG00000054976	Nyap2
ENSMUST00000123285	ENSMUSG00000054976	Nyap2
ENSMUST00000192484	ENSMUSG00000104029	Gm37210
ENSMUST00000191337	ENSMUSG00000101986	Gm6198
ENSMUST00000117185	ENSMUSG00000087008	Gm5530
ENSMUST00000186198	ENSMUSG00000100561	Gm7516
ENSMUST00000195065	ENSMUSG00000103571	Gm37114
ENSMUST00000183462	ENSMUSG00000098797	Mir6344
ENSMUST00000086199	ENSMUSG00000026473	Glul
ENSMUST00000140685	ENSMUSG00000026473	Glul
ENSMUST00000139476	ENSMUSG00000026473	Glul
ENSMUST00000153134	ENSMUSG00000026473	Glul
ENSMUST00000154576	ENSMUSG00000026473	Glul
ENSMUST00000185385	ENSMUSG00000100014	Gm29290
ENSMUST00000188927	ENSMUSG00000101903	Gm29291
ENSMUST00000186055	ENSMUSG00000101903	Gm29291
ENSMUST00000069799	ENSMUSG00000055980	Irs1
ENSMUST00000188704	ENSMUSG00000100502	Gm28286
ENSMUST00000023262	ENSMUSG00000022591	Gm9747
ENSMUST00000185465	ENSMUSG00000100627	A830008E24Rik
ENSMUST00000190485	ENSMUSG00000100627	A830008E24Rik
ENSMUST00000158044	ENSMUSG00000088669	Gm25336
ENSMUST00000086195	ENSMUSG00000066797	Zfp648
ENSMUST00000027056	ENSMUSG00000048960	Prex2
ENSMUST00000190935	ENSMUSG00000048960	Prex2
ENSMUST00000189822	ENSMUSG00000048960	Prex2
ENSMUST00000187694	ENSMUSG00000048960	Prex2
ENSMUST00000188189	ENSMUSG00000048960	Prex2
ENSMUST00000187745	ENSMUSG00000048960	Prex2
ENSMUST00000189385	ENSMUSG00000048960	Prex2
ENSMUST00000188154	ENSMUSG00000048960	Prex2
ENSMUST00000189240	ENSMUSG00000099933	4930452N14Rik
